doc_id,text
1409,"ADP is proud to be named a 2021 @Seramount 100 Best Company for our ongoing commitment to forward-thinking workplace programs in the areas of parental leave, family support, flexibility, and career development. Read more about why we made the list here:  #Seramount100Best2021 SERAMOUNT 100 BEST COMPANIES 2021 88% have fully-paid -neutral parental leave vs.67% winners in 2020 81% offer phase-back after parental leave vs. 44% for non-winners 91% offer back-up child child-care 57% of non-winners The 100 The100 Best Companies went the extra mile for their employees during the COVID-19 pandemic. Here's how: 78% 73% 59% increased coveragefor employees employees 65% time off dependents insurance coveragefor 63% increased 87% trained and pay new caregivers reimbursements dependents on ways manage staffremotely company- supported"
1410,"Despite our hopes for a summer of declining cases, new variants threaten to worsen the pandemic. Tell us how you'll adjust on Boston.com.   Despite our hopes for a summer of declining cases, new variants threaten to worsen the pandemic. Tell us how you'll adjust on Boston.com."
1411,"As the coronavirus outbreak continues to spread in the United States, Trustmark has partnered with Mississippi Blood Services to organize a blood drive at the location below to ensure the continued adequacy of the blood supply in Mississippi. Donating blood is a safe way to stay engaged with your community, and Mississippi Blood Services is taking safety precautions with respect to disinfecting donation locations, practicing social distancing, and following additional guidelines administered by the CDC.  Trustmark Delaware Branch 1215 Delaware Avenue McComb, MS 39648  To make an appointment, call or text Mississippi Blood Services Representative, Sheri Brook at 662-571-9978. Walk-ins are also welcome. Donors will receive a free t-shirt and a $10 Visa gift card (while supplies last).  For more information on donating blood or to find additional collection sites in Mississippi, please visit msblood.com."
1412,"ICYMI: Mercury's Chief Technology Officer Dr. Bill Conley spoke with Defense News Editor Mike Gruss, about the impact of #COVID19, defense budget realities, and the future of the industry. Watch the latest:  #InnovationThatMatters"
1413,"During the uncertainty of COVID-19, we're still looking for those who believe in building a better, more secure world. Find a role for you. "
1414,"Before tackling your major software deals, join this #ISGSmartalks #webinar to hear how to approach #CostTakeOut and the intended and unintended impacts of #COVID19. - Optimize #SoftwareSpend   Register to understand the most effective negotiation strategies and gain a better understanding of how ISG can lead, support and assist your negotiation efforts."
1415,"Georgia: You still have two weeks to check voting off your to-do list before January 5th Early voting began 12/14! With COVID-19 impacting the voting process, voting early in-person is a great way to make your voice heard at your and avoid lines on Election Day. Make a plan to vote early now with When We All Vote: weall.vote/ga:=:"
1416,"On top of the pandemic, capacity shortages, congestions, and cyber incidents have wreaked havoc on supply chains. Register for this webinar so you can turn #supplychain risk into a competitive advantage through predictive intelligence and analytics.  San Fa  WEBINAR Ren everbridge everstrcom ANALYTICS Get in Front of What' Ahead Avoiding Supply Chain Uncertainty: Using Predictive Intelligence and Analytics TUESDAY, JULY 27 11AM ET/ 8AM PT REGISTER NOW"
1417,"""An existing virtual transition and recovery program for patients with sepsis may be used as a model for similar programs for COVID-19 survivors."" Read more here:  #Covid19 #sepsis   The virtual Sepsis Transition and Recovery program uses telehealth modalities to support patients from a centralized, geographically distant location."
1418,J2 Global & Spiceworks Ziff Davis are committed to helping our colleagues in India impacted by COVID-19. We've partnered with America's Charities to create an employee assistance fund with a company match for all employee donations. Learn more & contribute here: 
1419,Last chance to RSVP to attend our webinar today at 3 p.m. CST. Dr. Dana Lerman and our very own Kim Elliot will have a candid conversation about senior living and COVID-19. We'll offer an in-depth discussion about our procedures and protocols in place to help our residents and why your senior patient may want to consider senior living right now. For more information or to RSVP visit:    In The Know Webinar
1420,"The state also reported 1,473 hospitalized COVID-19 patients.   The state also reported 1,473 hospitalized COVID-19 patients. Here's the data reported Thursday, Dec. 16, 2021."
1421,"Ransomware, phishing, and remote work security are now critical concerns for 44% of professional office owners and managers. Selective's Michael MacMullin wrote an insightful piece about cybercrime, the pandemic, and what you can do to make your business more cyber secure. Check it out:  #FraudWeek Risks to small businesses are continually evolving. Itis essential to take time to think about how your business has evolved through the pandemic and what exposures you may have or will have in the future. SELECTIVE BE UNIQUELY INSURED(r) Michael MacMullin Vice President, Small Business"
1422,Se anche tu vuoi sapere come affrontare tutte le difficolta del #Covid19 e in che modo reagire ed essere pronti al meglio per le nuove sfide...allora non puoi farti scappare il webinar presentato da Paolo Gallo.  Mercoledi 17  11:00  Registrati    New World? New Leadership.
1423,"As people tire of #onlinelife in the age of #COVID19, industry analysts have noticed some interesting #paper trends. Find out what they are:    Are you suffering from Zoom fatigue? You aren't alone. Digital overload is driving some interesting paper trends as many people return to printed materials."
1424,Today is National Nurses Day. Join us in thanking the nurses across the country who are fighting to keep our communities safe during the coronavirus pandemic.
1425,"As consumer and employee needs continue to change with the world in flux, so will the workforce needs. Get our perspective and advice.  #KFCOVID19 #careers #workforce #humanresources #hr #hiring #recruiting"
1426,"We are honored to receive the inaugural Bonfire Award from Camp Fire Green Country! We so appreciate their courage, innovation and perseverance in continuing to serve youth through the pandemic and launching a new event."
1427,"We updated our COVID-19 Information page with lots of new information on our Personal Auto Relief Credit. If you have questions about the credit, please check out our site. More info being added all the time! "
1428,"Alcoa Foundation has pledged US$1 million to support coronavirus-relief efforts in the communities where Alcoa operates.  This is in addition to the nearly US$3 million the Foundation already committed to grantmaking in local communities, which can be used to support humanitarian aid projects.  In collaboration with our partners, we will do our best to respond to local needs during this challenging time. Our thoughts are with those impacted."
1429,"Another great example of businesses #LeadingThroughChange! We are proud to support this program, which enables leaders to share their stories and help others on their journeys.   LIVE: We're live with Tony Xu, the CEO of DoorDash, discussing how delivery services and restaurants have been forced to change how they operate during the coronavirus pandemic.   In collaboration with Salesforce, WIRED's editor in chief Nicholas Thompson and Xu are taking your questions!"
1430,"From a Silver Spring renter to a Rockville homeowner during a pandemic: This is Tina Yang's Maryland moving story. ___ It was the end of 2019 and Tina Yang -- a 30-year-old health care worker from Silver Spring, Maryland -- began browsing homes online to get a sense of what was out there. Although coronavirus was in the news, it felt far off until Tina's fifth or sixth open house; when she pulled up to tour it, a sign announced that the showing was canceled. Tina quickly set her sights on another home in the same neighborhood. She contacted real estate agent Kathleen Martin through Zillow, and they arranged to tour it the next day. By then, Maryland's governor had declared a state of emergency around COVID-19. Tina and Kathleen toured the house the first day it was listed, but only after Kathleen gave a rundown of the CDC's safety protocol. Keeping their distance, the pair donned gloves -- the CDC had not yet recommended masks -- and waited outside until it was their turn to tour the house alone. Kathleen led the way, wiping down surfaces with Lysol wipes as they moved through the house. Tina bid above the listing price, but lost out to another buyer. Meanwhile, six sisters were helping their mother sell her home in Rockville, Maryland. Tina and Kathleen went to see the house the first day it was listed, walking at a distance and sanitizing as they went. Five days later, the sisters had accepted her offer. ""I prepared her for a socially distant closing where I would not be allowed to attend,'' said Kathleen. ""Fortunately, technology allowed me to give her guidelines on what to expect at closing and provide the important reminders I typically give in person."" Kathleen said she and Tina met only once after the offer was accepted -- for the final walkthrough. Everything else was done through email, text, money wiring and DocuSign. Asked how she felt about her new home, Tina said, ""Now I have a project I can keep improving forever."" Spoken just like a homeowner. ___ As more people move during COVID, we're getting to know the people behind the boxes. For the rest of Tina's story, plus others, head to our resource center: zlw.re/MeetTina:=:"
1431,"Verizon has committed $2 million to the #COVID19 Solidarity Response Fund in support of the @WHO's global response. Through the @UNFoundation, the fund will help support efforts 1 to track and understand the spread of the virus; 2 to ensure patients get the care they need and frontline workers get essential supplies and information; and 3 to accelerate efforts to develop vaccines, tests, and treatments. This in addition to our $10 million commitment earlier this week to aid nonprofits supporting students and first responder healthcare workers. "
1432,"Is there anything better than crispy Korean fried chicken? Seungmin Lee, owner of Hello Chicken, would say definitely not. And those that she serves in Atlanta would agree! We're proud to have partnered with Restaurant Strong to help Seungmin's local spot recover from the pandemic. Help local restaurants like Hello Chicken bounce back from the pandemic by donating your change at checkout! The money raised will go to the Restaurant Strong Fund, providing grants to local restaurants."
1433,#COVID19 is not only a public health challenge--it's a public information challenge. We're sharing how prevalent #COVID19 dis/misinformation exists and how we can stop it from spreading: 
1434,"""Two studies reveal infected people harbor T cells that target the virus--and may help them recover. Both studies also found some people never infected with SARS-CoV-2 have these cellular defenses, most likely because they were previously infected with other coronaviruses.""   New findings suggest past infections may offer some protection against the novel coronavirus"
1435,"During this pandemic, we may have gone through some obstacles. So let's work together to emerge from this stronger by encouraging participation and solidarity, keeping in mind that we are all equal and that we all must be respected and respectful. #HumanRightsDay #ExperienceTTE"
1436,"Working with our partners to keep safe #workingtogetherfortomorrow   A big thank you to Xylem ANZ for donating N92 masks, which were distributed to some of Meals on Wheels Services around NSW.  Pictured here are the team at Canterbury Meals on Wheels wearing the face masks.  Thank you Xylem ANZ for assisting us with keeping our staff and volunteers safe during this uncertain time.  #mownsw #mealsonwheelsnsw #morethanjustameal #communitysupport #xylemanz #covid19"
1437,"Increasing numbers of families are turning to pantries for food assistance as a result of COVID. Hunger doesn't take a holiday, which is why we're supporting our local food pantries and food banks between Oct. 27-Nov. 9. By donating $1, $5 or $10 at any SpartanNash-owned store or online through Fast Lane, you can join us in the fight against hunger. Click here for more information: #foodinsecurities #SNFoundation #fightinghunger #fighthunger #peoplefirst"
1438,"Check out our latest interview with Proactive to learn more about the launch of Phunware, Inc.'s (NASDAQ: PHUN) mobile Pandemic Response Solution at an integrated health system in New York!   In this interview with Proactive, Randall Crowder, COO of Phunware, discusses the launch of Phunware's mobile Pandemic Response Solution in New York."
1439,"@MagellanHC understands that ""continuity of care is paramount as people cope with uncertainty and anxiety about the outbreak"". Read more about the expansion of telehealth services to support clients during the COVID-19 outbreak here: "
1440,"""Do not stop praying for the people of West Africa and a quick end to the Ebola epidemic,"" said Dr. Kent Brantly at Emory Hospital this morning.   Dr. Kent Brantly was released today from Emory Hospital in Atlanta, where he was recovering for the past three weeks from the deadlly Ebola virus. Nancy Writebol, the second American who contracted the virus while caring for patients, was released on Tuesday"
1441,"Negotiating a job now is going to be a little different than haggling before the pandemic began. Five tips to gain leverage and the perks you want.  #careeradvice #careertips #jobsearch   Job seekers: Don't miss out on negotiating for flex work, extra paid time off, and other perks."
1442,"The nature of retail transactions has changed in the face of #COVID19 and will likely continue to do so for the foreseeable future. Read how businesses can provide safe and consistent customer experiences while ensuring #cybersecurity as restaurants begin to reopen:    As restaurants around the country start to reopen, there are many cybersecurity lessons to be learned from recent months during transition. Read more...."
1443,"Is it the flu, COVID-19 or allergies? WFAA reports.   There are a number of symptoms that point to one illness or the other. But some symptoms overlap into adjacent illnesses that make them less distinguishable."
1444,"NIH-sponsored study at Stanford University School of Medicine uses #masscytometry and the Maxpar(r) Direct(tm) Immune Profiling Assay(tm) to evaluate immune responses in pediatric patients with #COVID19...  The longitudinal study investigates #immune activity in #SARSCoV2 positive children and compares data from those with asymptomatic infections, mild COVID-19 and multisystem inflammatory syndrome (MIS-C). A goal of the Pediatric Research Immune Network on SARS-CoV-2 and MIS-C (PRISM) (NCT04588363) study is to characterize the immunologic pathways associated with different disease presentations and outcomes. #clinicalresearch #immunology #MISC #barcoding #NIH"
1445,"Due to the pandemic, many #retail businesses have already unleashed impressive #innovations to deal with this new normal, finding technology solutions that can shore up physical #storefronts and pivoting their real-estate holdings into #ecommerce assets. "
1446,"We are proud to announce a five-year strategic agreement with The Pyure Company that will allow us to work together to provide solutions to improve indoor air quality and fight the spread of COVID-19. Learn more:  SPyur DYNAMIC PROTECTION' RA Rockwell Automation Bring the Cleansing Power of the Sun Indoors Our commercial air purifiers safely sanitize indoor air and surfaces, delivering pathogen protection and improved air quality."
1447,The post-pandemic world will be infinitely distributed. Organizations that master distributed networking will have a significant advantage in the Infinite Enterprise. Let us help you get there. Learn more - 
1448,"Navigating a new normal in K-12.   During Day 3 of #STNEXPOVirtual, the director of #software #engineering at Tyler Technologies, Inc. shared five predictions and pieces of new #technology that have come to the forefront amid #COVID-19 and how they're impacting #student #transportation. "
1449,The pandemic has ushered in a new era of virtual healthcare. Our perspective on the accelerated disruption of the industry.  #KFCOVID19 #healthcare #virtualhealth   The COVID-19 pandemic forced doctors and patients to adopt virtual healthcare after years of reluctance. But whether the growth continues depends on a host of forces inside and outside the healthcare system.
1450,We offer the #COVID19 IgG antibody test directly through our website. Those who meet the criteria can go to one of thousands of LabCorp patient service centers for specimen collection. Learn more:  #COIVD #antibodytest
1451,"As employees return to the office, businesses must prepare for the next evolution of the workplace in a post-pandemic world, including hybrid work environments and enhanced safety precautions. Watch the on-demand webinar, Back to the Office: The New Workplace where Infrastructure Matters, with the opportunity to earn 1 BICSI credit. #WESCOExpertWebinar #WESCOAnixter "
1452,"President and CEO Ray Scott discussed how our #SafeWorkPlaybook and the acceleration of new technologies are making factories safer and smarter. Read more from Forbes:    Talking with Lear, Jabil and Steelcase about their efforts to keep their factories, and hundreds of thousands of workers, safe during the pandemic."
1453,"""Simple to perform, easy to use and cost effective"": Sanger sequencing to detect COVID-19. "
1454,"The impact of extended COVID-19 lockdowns in major Australian cities took its toll on workers in 3Q21, with discretionary effort levels - or willingness to go above and beyond at work - falling to new lows, according to a Gartner survey. Read more in the press release here.  #GartnerHR #Talent #CHRO"
1455,"Covid-19 was a sudden, global, and long (still going) event resulting in traumatic experiences for Healthcare workers. Dr. Izzy Justice has been working on the frontlines of this providing neuroscience-based EQ Tools designed specifically for clinicians. In our exciting special virtual event, he will share the latest research on Clinician PTSD and a neuroscience framework to understand mental health. You don't want to miss this discussion, register here:  the beat of change Special Virtual Events Understanding the Traumatic Effects the Pandemic is Having on the Mental Health of Healthcare Workers Dr. Izzy Justice cpsi"
1456,"In response to Gov. Dunleavy's emergency alert, we are asking that customers schedule an appointment to visit one of our branch lobbies. We appreciate your understanding as we work to protect the health and safety of all and continue providing you Superior Customer First Service. To schedule an in-person appointment please see our COVID-19 page at    Please see our COVID-19 page to schedule a visit."
1457,We can all come together by spending time apart. Thank you for your help to stop the spread of the #coronavirus through social distancing and proper hygiene. Watch to see how Quest is doing our part by establishing COVID-19 lab testing capabilities to better serve our communities and healthcare providers. Learn more at 
1458,"Rambus' Scott Best thinks that a new ""New Deal"" of long-term, ambitious investment in infrastructure including the semiconductor industry may be what's needed to get things up and running again post-pandemic. EETimes has more:    Shooting for societal goals while being distracted by a pandemic is a situation that invites misbehavior, including IC counterfeiting."
1459,"Yes, scammers are already taking advantage of the #Coronavirus event. We sat down with Regions' Security Team and have 5 tips to help keep your finances safe: "
1460,"This year, Modern Healthcare is reserving the top spot on its annual 100 Most Influential People in Healthcare list for the nation's healthcare workers. From doctors and nurses to respiratory therapists and anesthesiologists to environmental service workers, we thank HCA Healthcare colleagues across our organization who are serving on the front lines of COVID-19. You are the true heroes of this pandemic. We're proud of our Chief Executive Officer, Sam Hazen, for his leadership and for being recognized on the 2020 list. Learn more:  #MH100Most   They held the hands of people dying alone in hospitals and nursing homes. They cleaned and disinfected rooms even as infection-control guidelines for a novel virus were still being developed. They isolated from their families for fear of bringing COVID-19 into their homes. From doctors and..."
1461,"According to LIMRA and Life Happens, 102 million Americans report lacking sufficient life insurance coverage or having no coverage at all (via Forbes Advisor)  #HelpProtectOurFamilies   Spurred largely by the Covid-19 pandemic, more than one-third of Americans plan to purchase life insurance soon, but many potential buyers mistakenly believe the cost of a policy is out of reach, according to a new survey. The online survey--conducted in January by LIMRA, a research group funded b"
1462,"#GreySwan events have been a popular topic this year, but what is a grey swan? A gray swan is an event that is still rare but can be anticipated and managed; like the #COVID-19 pandemic. A gray swan sits between its rare, and impossible to model, black cousin and a white swan event -- those more run-of-the-mill risks that organizations are well-accustomed to managing. Ignoring these unlikely perils is a mistake, however -- their impacts can be significant. Inadequate preparation for a gray swan can lead to a reputation crisis. To find out more about #greyswan events and how to be better prepared, read more here  and register for Aon's The One Brief for more insights into #betterdecisions #theonebrief   November 10, 2021 Overview World War I, the stock market crash of 1987 and the development of the internet. These events have all had a significant impact on the world. So much so that author Nassim Nicholas Taleb popularized a term for this kind of rare, unprecedented, intrinsically unpredictable e..."
1463,29% of young millennials are using online/mobile banking to conduct transactions they usually do in the branch. Learn more in the full Pace Pulse report:  #PACE 33% USE BESTAYRVA ELIVERY ESTAURANT COVID-19 accelerated digital transformation among young millennials in 2021. Now the time for new possibilities. Download the Report Fis QoD
1464,"JUST ANNOUNCED: John Mayer returns to The Garden with the Sob Rock Tour on Feb 20! Access presale tickets starting Thu, July 22 at 10am with code SOCIAL. Tickets go on sale to the general public Fri, July 23 at 11am. More info: go.msg.com/JohnMayer:=:   In order to attend this event, all guests age 5 and older are required to provide proof they have received either 2 doses of a two-shot COVID-19 vaccination, or 1 dose of a single-shot vaccine, through a physical copy, photo on their smartphone, or mobile app. Anyone 18 years or older will need to also present a government-issued ID such as a driver's license or passport. Fully vaccinated guests do not need to wear a mask. Everyone else age 2 and over is required to wear a mask while in the venue, except while actively eating or drinking. Please note that full COVID-19 vaccination means the day of your event is at least 14 days after your final vaccine dose. Government mandates, venue protocols, and event requirements are subject to change. For more information, please search your event on msg.com  Sale Dates and Times:  Public Onsale : Fri, 23 Jul 2021 at 11:00 AM  Fan Presale : Tue, 20 Jul 2021 at 10:00 AM  Official Platinum Presale : Tue, 20 Jul 2021 at 10:00 AM  Official Platinum : Fri, 23 Jul 2021 at 11:00 AM  VIP Packages Presale : Tue, 20 Jul 2021 at 10:00 AM  VIP Packages Onsale : Fri, 23 Jul 2021 at 11:00 AM  Live Nation Presale : Thu, 22 Jul 2021 at 10:00 AM  MSG Presale : Thu, 22 Jul 2021 at 10:00 AM  Chase Cardmember Preferred Presale : Thu, 22 Jul 2021 at 10:00 AM"
1465,"COVID-19 testing has been a challenge throughout the pandemic. Current research is showing that patients are receptive to at-home test kits and that they may overcome some of the testing roadblocks.   New JAMA Network Open Research looks into the feasibility and acceptability of at-home kits for coronavirus testing. This could help expand COVID-19 testing access, researchers said."
1466,"We're proud to recognize our CEO, Mark Aslett for earning the honor of ""25 Highest-Rated CEOs During COVID-19"" for his exemplary leadership. We're grateful for his guidance and compassion during the ongoing pandemic. We also salute the other CEOs featured in the Glassdoor report. #WeAreMercury "
1467,Here are five important lessons we learned from businesses that are thriving right now.   Here are five lessons we can learn from small businesses that are thriving through COVID-19 that can impact our strategies going forward.
1468,"24 hours a day...7 days a week...365 days a year. #DYK? HCA Healthcare leverages its vast dataset collected from millions of patient encounters to more closely monitor the number of #COVID19 patients under treatment, manage the inventory of ventilators and personal protective equipment and much more. This vital information ensures our caregivers receive the resources they need to keep themselves safe so that they may continue to deliver high-quality patient care at our more than 2,000 facilities. #SpreadKnowledge #SaveLives"
1469,"""By participating in what is best for the community, you are taking control of the anxiety by doing something to fight the spread of coronavirus. It's important to recognize the critical role you are playing in this fight."" Read more of Dr. Caroline Carney's guidance and tips for those struggling with #COVID19 related anxiety here: "
1470,"Join us for a free webinar on April 8 at 4pm PT/7pm ET: ""Cats, Dogs, and COVID-19, oh my! An Update from the COVID-19 Council: What we know, what's changing, and what to keep an eye on."" Tune in on April 8 to learn: * What we've learned about COVID-19 and pets * The clinical signs of COVID-19 in cats and dogs * What's different with the new variants * The risk of transmission in dogs and cats * What your vaccine means for pets * Practical tips for protecting you and your pet* *The risk of pets spreading the COVID-19 virus to people is considered low. The purpose of this event is to provide practical tips for keeping you and your pet safe.  FACEBOOK LIVE EVENT Presented by the COVID Council CATS, DOGS, AND COVID, oH MY! April 8 4PM /7PM ET trupanion"
1471,Have you scheduled or rescheduled your mammogram since COVID? Regular #breasthealth screenings are important because they can help find #breastcancer at an early stage when treatment is most successful*. Tell the women you love to set a reminder.  #BCCWW
1472,"Pandemic history: In 1918, when the Spanish Flu ravaged the country, our Engineered Pumps Division (CW-EPD) that was located in Phillipsburg NJ, transformed their Employees' Club House into an Emergency Hospital. The prompt relief afforded by the unselfish and untiring efforts of our employees compensated for the impossibility of security, professional medical treatment and care, and saved many lives. #CurtissWright"
1473,See why organizations should have workplace programs and policies in place to help ensure their workers' health and well-being #GraingerKnowHow 
1474,"Today, our frontline teams distributed the first doses of Moderna, Inc.'s COVID-19 vaccine. We are proud of our work as a centralized distribution partner for the U.S. government at this historic moment. #TeamMcKesson"
1475,How 4 industries in #China used advanced #analytics during #COVID19 and what you can learn from it:  #coronavirus #bigdata   China has leveraged advanced analytics and data analysis to fight the COVID-19 pandemic. Learn how.
1476,"We're big fans of the way you rocked the ""One for the Roadies"" fundraiser. Thanks to you, the road looks a little brighter for road crews hit hard by COVID-19. If you weren't able to grab a cooler but still wanted to support the cause, check out the link to keep donating to Crew Nation's Global Relief Fund:  WHAT A MIC DROP Thanks to you, the road ahead is a little brighter for live music crews hit hard by COVID-19. ONE FOR THE ROADIES ENCORE EDITION YETI CREW NATION RELIEF FUND FOR LIVE MUSIC CREWS"
1477,"If you're spending your quarantine in Wisconsin, consider grabbing a meal or making a donation at Cliff ""Cooks"" restaurant - a mom-and-pop restaurant that took prices off their menus so everyone in the community can eat, regardless of their current financial situation.   It's no secret that the coronavirus has many people out of work, so a small mom and pop restaurant decided money was no object when it comes to receiving a hot meal."
1478,"The ability to work and learn from anywhere has been a necessary adjustment due to the pandemic, but it has also brought increased #cybersecurity risk. Learn more from #Fortinet's Derek Manky about how organizations across Canada can mitigate these risks:  -- La capacite de travailler et d'apprendre depuis n'importe ou a ete un ajustement necessaire avec la pandemie, mais celle-ci a egalement entraine un risque accru de menace de cybersecurite. Derek Manky, de Fortinet, nous en apprend davantage sur la facon de reduire vos faiblesses.   Being able to work from anywhere may feel like a luxury, but you could be at more risk of being scammed, as cyber attacks become more sophisticated."
1479,"Singaporeans are moving away from paper-based payments and embracing real-time digital payments and mobile wallets, a shift that has accelerated with COVID-19. Fintech Singapore dives into our ""Prime Time for Real-Time"" report findings."
1480,"Mark Zuckerberg goes live with Dr. Anthony Fauci, the nation's leading infectious disease expert, to talk about how the US is battling Covid-19, how close we are to a vaccine & what we can all do to help stop the spread."
1481,"Thank you to ExxonMobil LNG and Energy Dialogues for leading the #onegoodthing initiative, aimed at shining a light on women who, despite the pandemic, have overcome challenges and succeeded. Check out CEO Jill Evanko's #onegoodthing contribution. We encourage everyone to spread some positive energy today. Place your nominations for this year's #PowerPlayAwards here:  #OneGoodThing #PowerPlayAwards #WomenInLNG #WomenInEnergy #Diversity #Inclusion"
1482,Health system and pharmacy leaders need supply chain expertise to operate in the new normal. Read our three considerations for hospital leadership following COVID-19 challenges: 
1483,"Sportscaster #RodGilmore joins the #Istayhomefor movement to remind us all why it's important to #ShelterInPlace and do our part to help protect those who are at increased risk during the #covid19 pandemic, especially those who are immunocompromised. Rod is a multiple myeloma patient who helps educate others through his personal experience. #myelomaawarenessmonth #wearebiotech "
1484,"Grocery stores were quickly deemed essential during the pandemic as the world went into lockdown. A year later, we spoke with the local owners of Royal Blue Grocery in Dallas to hear how they adapted to serve customers with varying needs. Keep reading for more on why this neighborhood grocer credits their strong relationships for their survival and success:  #CommercialBanking #BusinessBanking #SmallBusiness"
1485,"Cybersecurity has never been more important. Visit the FTC's Coronavirus Advice and Business Guidance to learn how you can better protect yourself and your company.    The official website of the Federal Trade Commission, protecting America's consumers for over 100 years."
1486,"""I would say, in most cases in the Upper Peninsula and Northern Michigan, we were pleasantly surprised by the robust uptick in commerce based on more muted expectations from the onset of the pandemic back in March and throughout the summer in terms of tourism and overall travel into the markets supporting our hospitality and various retail-type businesses. Many clients have seen a steady flow of local and tourism-related business picking up post Memorial Day with the reopening of our markets within the Governor's phased stage approach,"" said Kelly W. George mBank President and CEO. ""Mortgage rates also remain very low, which continues to provide impetus for new purchases or construction, along with the torrid pace of refinance activity we continue to see helping retail clients lower their monthly mortgage obligations in most cases. We remain cautiously optimistic as we move into fall and the end of the year that commerce momentum will remain moving in a positive direction. This is all pending of course that we collectively continue to best mitigate the spread of COVID-19 through all appropriate safety protocols necessary to prevent a widespread second wave of the infection, which would certainly have negative consequences for businesses and consumers alike."" Full article below    GAYLORD -- When Gov. Gretchen Whitmer allowed Northern Michigan to partially reopen its economy from the stay-at-home order during Memorial Day weekend in May, expectations for the summer tourism season"
1487,"Gleaners Community Food Bank continues to operate over 60 new drive-up mobile food distribution sites during this pandemic. Learn more: www.horizonbank.com/horizon-bank-donates-to-gleaners-community-food-bank/:=:   Detroit, MI - Horizon Bank donated $5,000 to help the residents of Michigan during the COVID-19 pandemic. ""When I heard that Horizon Bank wanted to give back--specifically to the Detroit area, I immediately thought of Gleaners because I knew they were actively supporting the community during th..."
1488,"Thanks to you, we've raised nearly 2 million dollars for over 1,200 nonprofits with our 2:1 COVID-19 Response Employee Matching Gift program. "
1489,"#LIVE Webinar: Protect Patients, Care Teams and #COVID19Vaccines. Register for this conversation with our Chief Medical Information Officer, Ben Kanter, MD, on 2/24: "
1490,"We recently delivered a check to support the Hailey Crisis Hotline's Latino Mentoring Program. To address heightened community needs during the pandemic, the hotline launched the Neighbors Helping Neighbors program to provide family care packages and other resources to those in need. The Latino Mentoring Program will help expand connections with the Latino community by training bilingual community leaders who can build on this important work."
1491,"#COVID19 has exposed racial health disparities across the globe, and now is the time to accelerate and expand our efforts to achieve #HealthEquity and greater diversity and inclusion. Read CEO Giovanni Caforio's message to employees about this $300 million commitment."
1492,"Learn how high-net-worth individuals define wealth. Our new survey findings break down the latest WHY of Wealth survey findings. Read now.   Discover the evolving priorities, perceptions and beliefs that define our relationship with wealth. The latest WHY of Wealth(r) survey findings reveals the influence one's age and profession have on feelings regarding wealth as well as the significant changes in attitudes brought about by the COVID-1..."
1493,"Today, we are sharing an important update about our protocol for the Phase 3 COVE Study of mRNA-1273, our vaccine candidate against COVID-19."
1494,"Finding the balance between an agile response to COVID-19, managing today's business, and prioritizing investment in the areas that will be required to compete in a post-COVID-19 world will be critical over the next 6 - 9 months. Hear insights, learnings, and recommendations from this panel. Register today! #majesco #insurtech "
1495,"Through uncertainty, we're here to help. Our #COVID19 resource center offers complimentary research and insights to help today's leaders navigate the challenges they're faced with. Head there today: "
1496,"The Covid-19 pandemic has undoubtedly changed workplace dynamics, with many working in-office, virtually, or some combination of the two. In a recent live-panel discussion, SS&C's own Gautam Moorjani and Spencer O'Leary of ActiveOps outline the challenges of effectively managing the #virtual and #hybrid workplace. Listen to their discussion on-demand:  WEBINAR REPLAY REWRITING THE FUTURE OF OPERATIONS WITH WORKFORCE INTELLIGENCE Gautam loorjani, Manager SS&C Duration: 57 Minutes Available On Demand Spencer O'Leary CEO North America ActiveOps SS&C"
1497,"Insights from Entercom Audiences are flocking to familiar voices to get information they trust. Audio advertisers need to be sensitive to the current challenge but stay present through crises. #EntercomInsights #audio #marketing #advertising    In times of public crises, radio stands the test of time as a go-to, trusted and timely source of credible information. As fear of COVID-19 virus spreads across communities, radio once again, stands strong. In times of crisis, your station is your guide: Audiences flock to familiar voices to get inf..."
1498,"GoTestMeNow(tm) allows you to request and pay for routine lab tests online. An independent physician will review your test requests and no in-person doctor's visit is required. If the physician decides to order your test, your easy-to-read lab results will be sent directly to your secure GoTestMeNow(tm) account. To request your test please visit  #Coronavirus #COVID19 #COVIDTesting #EnzoClinicalLabs #StaySafe"
1499,"How do you prevent the spread of a deadly virus? See how the University of Illinois Urbana-Champaign created an innovative system for testing and surveillance.    For the thousands of college students sent home last spring as the COVID-19 pandemic began to surge, a safe return to campus - and to friends,..."
1500,"AMN Healthcare has been at the forefront of helping school districts keep students, faculty, staff and parents safe by screening students and staff for COVID-19 symptoms. Based on our experience with over 300 school clients, we've developed an easy to use COVID-19 screening and communication app. Learn More! "
1501,"Remember when National #SmallBusinessWeek was in May? Thanks to the pandemic, the SBA moved it to September last year, but we can't wait until the fall to share this exciting news! Univest is enhancing our focus on SBA lending and appointed an expanded team. Learn more and meet the team:  #NSBW"
1502,"Your credit report can affect loan rates and other financial services you may use. To help consumers monitor their financial picture during the COVID-19 pandemic, the major credit reporting agencies are offering free credit reports through April 2021. See    During these times of COVID-19, accessing your credit is important. That's why Equifax, Experian, and TransUnion are now offering free weekly online reports through April 2021."
